abstracts,ieee_keywords,author_keywords
"In the past few years, a large body of literature has been created on downlink Non-Orthogonal Multiple Access (NOMA), employing superposition coding and Successive Interference Cancellation (SIC), in multi-antenna wireless networks. Furthermore, the benefits of NOMA over Orthogonal Multiple Access (OMA) have been highlighted. In this paper, we take a critical and fresh look at the downlink Next Generation Multiple Access (NGMA) literature. Instead of contrasting NOMA with OMA, we contrast NOMA with two other multiple access baselines. The first is conventional Multi-User Linear Precoding (MU-LP), as used in Space-Division Multiple Access (SDMA) and multi-user Multiple-Input Multiple-Output (MIMO) in 4G and 5G. The second, called Rate-Splitting Multiple Access (RSMA), is based on multi-antenna Rate-Splitting (RS). It is also a non-orthogonal transmission strategy relying on SIC developed in the past few years in parallel and independently from NOMA. We show that there is some confusion about the benefits of NOMA, and we dispel the associated misconceptions. First, we highlight why NOMA is inefficient in multi-antenna settings based on basic multiplexing gain analysis. We stress that the issue lies in how the NOMA literature, originally developed for single-antenna setups, has been hastily applied to multi-antenna setups, resulting in a misuse of spatial dimensions and therefore loss in multiplexing gains and rate. Second, we show that NOMA incurs a severe multiplexing gain loss despite an increased receiver complexity due to an inefficient use of SIC receivers. Third, we emphasize that much of the merits of NOMA are due to the constant comparison to OMA instead of comparing it to MU-LP and RS baselines. We then expose the pivotal design constraint that multi-antenna NOMA requires one user to fully decode the messages of the other users. This design constraint is responsible for the multiplexing gain erosion, rate and spectral efficiency loss, ineffectiveness to serve a large number of users, and inefficient use of SIC receivers in multi-antenna settings. Our analysis and simulation results confirm that NOMA should not be applied blindly to multi-antenna settings, highlight the scenarios where MU-LP outperforms NOMA and vice versa, and demonstrate the inefficiency, performance loss, and complexity disadvantages of NOMA compared to RSMA. The first takeaway message is that, while NOMA is suited for single-antenna settings (as originally intended), it is not efficient in most multi-antenna deployments. The second takeaway message is that another non-orthogonal transmission framework, based on RSMA, exists which fully exploits the multiplexing gain and the benefits of SIC to boost the rate and the number of users to serve in multi-antenna settings and outperforms both NOMA and MU-LP. Indeed, RSMA achieves higher multiplexing gains and rates, serves a larger number of users, is more robust to user deployments, network loads and inaccurate channel state information and has a lower receiver complexity than NOMA. Consequently, RSMA is a promising technology for NGMA and future networks such as 6G and beyond.","['Multiplexing', 'NOMA', 'Silicon carbide', 'Wireless networks', 'Receivers', 'Downlink', 'Complexity theory']","['Multiple antennas', 'downlink', 'non-orthogonal multiple access', 'superposition coding', 'rate-splitting multiple access', 'broadcast channel', 'multiuser linear precoding', 'multiuser multiple-input multiple-output', 'space division multiple access', 'next generation multiple access']"
"Millimeter-wave (mm-wave) communication is a key technology for future wireless networks. To combat significant path loss and exploit the abundant mm-wave spectrum, effective beamforming is crucial. Nevertheless, conventional fully digital beamforming techniques are inapplicable, as they demand a separate radio frequency (RF) chain for each antenna element, which is costly and consumes too much energy. Hybrid beamforming is a cost-effective alternative, which can significantly reduce the hardware cost and power consumption by employing a small number of RF chains. This paper presents a holistic view on hybrid beamforming for 5G and beyond mm-wave systems, based on a new taxonomy for different hardware structures. We take a pragmatic approach and compare different proposals from three key aspects: 1) hardware efficiency , i.e., the required hardware components; 2) computational efficiency of the associated beamforming algorithm; and 3) achievable spectral efficiency , a main performance indicator. Through systematic comparisons, the interplay and trade-off among these three design aspects are demonstrated, and promising candidates for hybrid beamforming in future wireless networks are identified.","['Array signal processing', 'Hardware', 'Radio frequency', 'Phase shifters', 'Spectral efficiency', '5G mobile communication', 'Complexity theory']","['Hybrid beamforming', 'millimeter-wave communications', '5G and beyond', 'wireless communications']"
"We propose two types of intelligent reflecting systems based on programmable metasurfaces and mirrors to focus the incident optical power towards a visible light communication receiver. We derive the required phase gradients for the metasurface array reflector and the required orientations of each mirror in the mirrors array reflector to achieve power focusing. Based on which, we derive the irradiance expressions for the two systems in the detector plane to characterize their performance in terms of aiming and focusing capabilities. We show analytically that the number of reflecting elements along with the relative source - reflector dimensions determine the system power focusing capability. Moreover, we quantify analytically the received power gain compared with reflector-free systems. In addition, we introduce a new simple metric to assess the relative reflectors' performance for a given source, detector, reflector layout. Finally, we verify the analytical findings regarding absolute and relative reflectors' performance via numerical simulations.","['Optical transmitters', 'Mirrors', 'Detectors', 'Solids', 'Radio transmitters', 'Optical receivers', 'Measurement']","['Channel modeling', 'intelligent reflecting surfaces', 'metasurfaces', 'mirror arrays', 'visible light communications']"
"Channel state information (CSI), which enables wireless systems to adapt their transmission parameters to instantaneous channel conditions and consequently achieve great performance boost, plays an increasingly vital role in mobile communications. However, getting accurate CSI is challenging due mainly to rapid channel variation caused by multi-path fading. The inaccuracy of CSI imposes a severe impact on the performance of a wide range of adaptive wireless systems, highlighting the significance of channel prediction that can combat outdated CSI effectively. The aim of this article is to shed light on the state of the art in this field and then go beyond by proposing a novel predictor that leverages the strong time-series prediction capability of deep recurrent neural networks incorporating long short-term memory or gated recurrent unit. In addition to an analytical comparison of computational complexity, performance evaluation in terms of prediction accuracy is carried out upon multi-antenna fading channels. Numerical results reveal that deep learning brings a notable performance gain compared with the conventional predictors built on shallow recurrent neural networks.","['Fading channels', 'MIMO communication', 'Delays', 'Channel estimation', 'Wireless communication', 'Recurrent neural networks', 'Deep learning']","['5G', 'artificial Intelligence', 'channel prediction', 'channel state information', 'deep learning', 'GRU', 'LSTM', 'machine learning', 'multi-antenna system', 'recurrent neural network']"
"Originally introduced in the early 2010’s, the idea of smart environments through reconfigurable intelligent surfaces (RIS) controlling the reflections of the electromagnetic waves has attracted much attention in recent years in preparation for the future 6G. Since reconfigurable intelligent surfaces are not based on increasing the number of sources, they could indeed pave the way to greener and potentially limitless wireless communications. In this paper, we design, model and demonstrate experimentally a millimeter wave reconfigurable intelligent surface based on an electronically tunable metasurface with binary phase modulation. We first study numerically the unit cell of the metasurface, based on a PIN diode, and obtain a good phase shift and return loss for both polarizations, over a wide frequency range around 28.5 GHz. We then fabricate and characterize the unit cell and verify its properties, before fabricating the whole 10 cm×10cm reconfigurable intelligent surface. We propose an analytical description of the use that can be done of the binary phase RIS, both in the near field (reflectarray configuration) and in the far field (access point extender). We finally verify experimentally that the designed RIS works as expected, performing laboratory experiments of millimeter wave beamforming both in the near field and far field configuration. Our experimental results demonstrate the high efficiency of our binary phase RIS to control millimeter waves in any kind of scenario and this at the sole cost of the energy dissipated by the PIN diodes used in our design.","['Resonant frequency', 'PIN photodiodes', 'Wireless communication', 'Surface waves', 'Metasurfaces', 'Millimeter wave technology', 'Millimeter wave communication']","['6G', 'binary tunable metasurface', 'mmWave', 'reflect array', 'RIS', 'smart environment']"
"Unmanned aerial vehicles (UAVs) are considered as one of the promising technologies for the next-generation wireless communication networks. Their mobility and their ability to establish line of sight (LOS) links with the users made them key solutions for many potential applications. In the same vein, artificial intelligence (AI) is growing rapidly nowadays and has been very successful, particularly due to the massive amount of the available data. As a result, a significant part of the research community has started to integrate intelligence at the core of UAVs networks by applying AI algorithms in solving several problems in relation to drones. In this article, we provide a comprehensive overview of some potential applications of AI in UAV-based networks. We also highlight the limits of the existing works and outline some potential future applications of AI for UAVs networks.","['Task analysis', 'Drones', 'Tutorials', 'Collaborative work', 'Reinforcement learning', 'Classification algorithms', 'Training']","['Artificial intelligence', 'deep learning', 'federated learning', 'machine learning', 'reinforcement learning', 'UAVs']"
"In this article, we introduce and study the potentials and challenges of integrated access and backhaul (IAB) as one of the promising techniques for evolving 5G networks. We study IAB networks from different perspectives. We summarize the recent Rel-16 as well as the upcoming Rel-17 3GPP discussions on IAB, and highlight the main IAB-specific agreements on different protocol layers. Also, concentrating on millimeter wave-based communications, we evaluate the performance of IAB networks in both dense and suburban areas. Using a finite stochastic geometry model, with random distributions of IAB nodes as well as user equipments (UEs) in a finite region, we study the service coverage rate defined as the probability of the event that the UEs' minimum rate requirements are satisfied. We present comparisons between IAB and hybrid IAB/fiber-backhauled networks where a part or all of the small base stations are fiber-connected. Finally, we study the robustness of IAB networks to weather and various deployment conditions and verify their effects, such as blockage, tree foliage, rain as well as antenna height/gain on the coverage rate of IAB setups, as the key differences between the fiber-connected and IAB networks. As we show, IAB is an attractive approach to enable the network densification required by 5G and beyond.","['Wireless communication', '3GPP', '5G mobile communication', 'Microwave communication', 'Protocols', 'Resource management']","['Integrated access and backhaul', 'IAB', 'densification', 'millimeter wave (mmWave) communications', '3GPP', 'stochastic geometry', 'Poisson point process', 'coverage probability', 'germ-grain model', 'ITU-R', 'FITU-R', 'wireless backhaul', '5G NR', 'rain', 'tree foliage', 'blockage', 'relay']"
"The future 5G networks are expected to use millimeter wave (mmWave) frequency bands to take advantage of the large unused spectrum. However, due to the high path loss at mmWave frequencies, coverage of mmWave signals can get severely reduced, especially for non-line-of-sight (NLOS) scenarios as mmWave signals are severely attenuated when going through obstructions. In this work, we study the use of passive metallic reflectors of different shapes/sizes to improve 28 GHz mmWave signal coverage for both indoor and outdoor NLOS scenarios. We quantify the gains that can be achieved in the link quality with metallic reflectors using measurements, analytical expressions, and ray tracing simulations. In particular, we provide an analytical model for the end-to-end received power in an NLOS scenario using reflectors of different shapes and sizes. For a given size of the flat metallic sheet reflector approaching to the size of the incident beam, we show that the reflected received power for the NLOS link is the same as line-of-sight (LOS) free space received power of the same link distance. Extensive results are provided to study the impact of environmental features and reflector characteristics on NLOS link quality.","['Reflection', 'Receivers', 'Shape', 'Antenna measurements', 'Transmitting antennas', 'Repeaters']","['Coverage', 'indoor', 'mmWave', 'non-line-of-sight (NLOS)', 'outdoor', 'PXI', 'ray tracing (RT)', 'reflector']"
"Harvesting data from distributed Internet of Things (IoT) devices with multiple autonomous unmanned aerial vehicles (UAVs) is a challenging problem requiring flexible path planning methods. We propose a multi-agent reinforcement learning (MARL) approach that, in contrast to previous work, can adapt to profound changes in the scenario parameters defining the data harvesting mission, such as the number of deployed UAVs, number, position and data amount of IoT devices, or the maximum flying time, without the need to perform expensive recomputations or relearn control policies. We formulate the path planning problem for a cooperative, non-communicating, and homogeneous team of UAVs tasked with maximizing collected data from distributed IoT sensor nodes subject to flying time and collision avoidance constraints. The path planning problem is translated into a decentralized partially observable Markov decision process (Dec-POMDP), which we solve through a deep reinforcement learning (DRL) approach, approximating the optimal UAV control policy without prior knowledge of the challenging wireless channel characteristics in dense urban environments. By exploiting a combination of centered global and local map representations of the environment that are fed into convolutional layers of the agents, we show that our proposed network architecture enables the agents to cooperate effectively by carefully dividing the data collection task among themselves, adapt to large complex environments and state spaces, and make movement decisions that balance data collection goals, flight-time efficiency, and navigation constraints. Finally, learning a control policy that generalizes over the scenario parameter space enables us to analyze the influence of individual parameters on collection performance and provide some intuition about system-level benefits.","['Path planning', 'Robot sensing systems', 'Training', 'Data collection', 'Wireless communication', 'Task analysis', 'Navigation']","['Internet of Things (IoT)', 'map-based planning', 'multi-agent reinforcement learning (MARL)', 'trajectory planning', 'unmanned aerial vehicle (UAV)']"
"We consider multi-antenna wireless systems aided by reconfigurable intelligent surfaces (RIS). RIS presents a new physical layer technology for improving coverage and energy efficiency by intelligently controlling the propagation environment. In practice however, achieving the anticipated gains of RIS requires accurate channel estimation. Recent attempts to solve this problem have considered the least-squares (LS) approach, which is simple but also sub-optimal. The optimal channel estimator, based on the minimum mean-squared-error (MMSE) criterion, is challenging to obtain and is non-linear due to the non-Gaussianity of the effective channel seen at the receiver. Here we present approaches to approximate the optimal MMSE channel estimator. As a first approach, we analytically develop the best linear estimator, the LMMSE, together with a corresponding majorization-minimization-based algorithm designed to optimize the RIS phase shift matrix during the training phase. This estimator is shown to yield improved accuracy over the LS approach by exploiting second-order statistical properties of the wireless channel and the noise. To further improve performance and better approximate the globally-optimal MMSE channel estimator, we propose data-driven non-linear solutions based on deep learning. Specifically, by posing the MMSE channel estimation problem as an image denoising problem, we propose two convolutional neural network (CNN)-based methods to perform the denoising and approximate the optimal MMSE channel estimation solution. Our numerical results show that these CNN-based estimators give superior performance compared with linear estimation approaches. They also have low computational complexity requirements, thereby motivating their potential use in future RIS-aided wireless communication systems.","['Channel estimation', 'Wireless communication', 'Training', 'MISO communication', 'Noise reduction', 'Discrete Fourier transforms', 'Physical layer']","['Reconfigurable intelligent surface', 'MISO', 'LMMSE', 'MMSE', 'majorization-minimization', 'deep learning', 'convolutional neural network', 'channel estimation', 'achievable rate']"
"In this article, we study two novel massive multiple-input multiple-output (MIMO) transmitter architectures for millimeter wave (mmWave) communications which comprise few active antennas, each equipped with a dedicated radio frequency (RF) chain, that illuminate a nearby large intelligent reflecting/transmitting surface (IRS/ITS). The IRS (ITS) consists of a large number of low-cost and energy-efficient passive antenna elements which are able to reflect (transmit) a phase-shifted version of the incident electromagnetic field. Similar to lens array (LA) antennas, IRS/ITS-aided antenna architectures are energy efficient due to the almost lossless over-the-air connection between the active antennas and the intelligent surface. However, unlike for LA antennas, for which the number of active antennas has to linearly grow with the number of passive elements (i.e., the lens aperture) due to the non-reconfigurablility (i.e., non-intelligence) of the lens, for IRS/ITS-aided antennas, the reconfigurablility of the IRS/ITS facilitates scaling up the number of radiating passive elements without increasing the number of costly and bulky active antennas. We show that the constraints that the precoders for IRS/ITS-aided antennas have to meet differ from those of conventional MIMO architectures. Taking these constraints into account and exploiting the sparsity of mmWave channels, we design two efficient precoders; one based on maximizing the mutual information and one based on approximating the optimal unconstrained fully digital (FD) precoder via the orthogonal matching pursuit algorithm. Furthermore, we develop a power consumption model for IRS/ITS-aided antennas that takes into account the impacts of the IRS/ITS imperfections, namely the spillover loss, taper loss, aperture loss, and phase shifter loss. Moreover, we study the effect that the various system parameters have on the achievable rate and show that a proper positioning of the active antennas with respect to the IRS/ITS leads to a considerable performance improvement. Our simulation results reveal that unlike conventional MIMO architectures, IRS/ITS-aided antennas are both highly energy efficient and fully scalable in terms of the number of transmitting (passive) antennas. Therefore, IRS/ITS-aided antennas are promising candidates for realizing the potential of mmWave ultra massive MIMO communications in practice.","['Radio frequency', 'Transmitting antennas', 'Scattering', 'Computer architecture', 'Massive MIMO', 'Reflector antennas', 'Energy efficiency']","['Intelligent reflecting/transmitting surfaces', 'reflect/transmit array', 'lens array', 'hybrid MIMO', 'mmWave communications', 'scalability', 'energy efficiency']"
"With the emergence of the Internet of Things (IoT) technology, wireless connectivity should be more ubiquitous than ever. In fact, the availability of wireless connection everywhere comes with security threats that, unfortunately, cannot be handled by conventional cryptographic solutions alone, especially in heterogeneous and decentralized future wireless networks. In general, physical layer security (PLS) helps in bridging this gap by taking advantage of the fading propagation channel. Moreover, the adoption of reconfigurable intelligent surfaces (RIS) in wireless networks makes the PLS techniques more efficient by involving the channel into the design loop. In this article, we conduct a comprehensive literature review on the RIS-assisted PLS for future wireless communications. We start by introducing the basic concepts of RISs and their different applications in wireless communication networks and the most common PLS performance metrics. Then, we focus on the review and classification of RIS-assisted PLS applications, exhibiting multiple scenarios, system models, objectives, and methodologies. In fact, most of the works in this field formulate an optimization problem to maximize the secrecy rate (SR) or secrecy capacity (SC) at a legitimate user by jointly optimizing the beamformer at the transmitter and the RIS’s coefficients, while the differences are in the adopted methodology to optimally/sub-optimally approach the solution. We finalize this survey by presenting some insightful recommendations and suggesting open problems for future research extensions.","['Measurement', 'Array signal processing', 'Security', 'Reliability', 'Communication system security', 'Wireless networks']","['Physical layer security (PLS)', 'reconfigurable intelligent surface (RIS)', 'secrecy outage probability', 'secrecy rate']"
"In this work, we investigate the probability distribution function of the channel fading between a base station, an array of intelligent reflecting elements, known as large intelligent surfaces (LIS), and a single-antenna user. We assume that both fading channels, i.e., the channel between the base station and the LIS, and the channel between the LIS and the single user are Nakagami-m distributed. Additionally, we derive the exact bit error probability considering quadrature amplitude (M-QAM) and binary phase-shift keying (BPSK) modulations when the number of LIS elements, n, is equal to 2 and 3. We assume that the LIS can perform phase adjustment, but there is a residual phase error modeled by a Von Mises distribution. Based on the central limit theorem, and considering a large number of reflecting elements, we also present an accurate approximation and upper bounds for the bit error rate. Through several Monte Carlo simulations, we demonstrate that all derived expressions perfectly match the simulated results.","['Fading channels', 'Base stations', 'Signal to noise ratio', 'Error probability', 'Channel estimation', 'Probability density function', 'Optimization']","['Bit error rate', 'large intelligent surfaces', 'massive MIMO', 'Nakagami-m fading', 'von Mises circular distribution']"
