abstracts,ieee_keywords,author_keywords
"An ultra-wide band measurement method for determining the complex refractive index of large-volume objects is presented. The method is intended for industrial non-destructive testing. It uses a frequency-domain technique in which transmitted radio pulses are analyzed and the effects of near field and coupling on the determined refractive index are compensated. Measurements were performed in an industrial setup with electromagnetic sensors buried in the object. The results are presented for woodchips as an object. The refractive index was experimentally determined in the frequency range 0.5-3.0 GHz. Additionally, we designed and manufactured planar quasi-differential elliptical-antennas as electromagnetic sensors. The results from the industrial measurement setup were compared with the results of the laboratory setup, in which the sensors were placed outside the test box and near field and coupling effects could be neglected. The complex refractive index determined for the two setups was in good agreement, which corroborates the proposed method for compensating for coupling and near-field effects. The complex refractive index of woodchips changes with the moisture content. It is experimental verified using the industrial setup that the moisture content can be determined with a 2 percent error.","['Sensor phenomena and characterization', 'Refractive index', 'Sensor systems', 'Moisture', 'Couplings', 'Antenna radiation patterns', 'Testing']","['Complex refractive index', 'non-destructive testing', 'UWB radar sensor', 'moisture', 'wood-based material', 'radio-link system', 'EM sensor', 'woodchips', 'near field coupling', 'radio measurement']"
"The design, development and analysis of a planar microstrip sensor operating at 2.4 GHz for the detection of adulteration in liquid samples is presented. The sensor characterises the samples based on the material properties which in turn affects the electric field fringing from the sensing area. In particular, a closed loop microstrip antenna is developed and used for the sensing application. The sensor is designed and analysed using simulation software and the fabricated prototype is experimentally validated. Parametric analysis of the design variables and mathematical modelling of the sensor operations are carried out by analysing the fields generated within the sensor. A case study for adulteration testing is carried out by choosing milk as the sample. Qualitative and quantitative testing using the milk as sample has been carried out experimentally under different test conditions. For quantitative testing, water is added to milk as the adulterant and for qualitative testing, usual chemical adulterants that are mixed with milk are added and the variations in operating frequency and return loss are analysed. From the analysis it could be observed that the shift in the operating frequency and return loss are dependent on the changes in dielectric permittivity of the sample loaded on to the sensor surface. From this analysis, the adulteration rate in milk can be estimated based on the variation in permittivity of the adulterant that is added to the milk. The same procedure can be extended in detecting the adulteration of any liquid samples.","['Sensors', 'Dairy products', 'Sensor phenomena and characterization', 'Coplanar waveguides', 'Antennas', 'Testing', 'Liquids']","['Adulteration', 'Loop Antenna', 'Microstrip', 'Microwave', 'Sensor']"
"Several unmanned retail stores have been introduced with the development of sensors, wireless communication, and computer vision technologies. A vision-based kiosk that is only equipped with a vision sensor has significant advantages such as compactness and low implementation cost. Using convolutional neural network (CNN)-based object detectors, the kiosk recognizes an object when a customer picks up a product. In retail object recognition, the key challenge is the limited number of detections and high interclass similarity. In this study, these challenges are addressed by utilizing the “view-specific” feature of an object; specifically, an object class is divided into multiple “view-based” subclasses, and the object detectors are trained using these data. Further, the “view-aware feature” is defined by aggregating subclass detection results from multiple cameras. A superclass classifier predicts a superclass by utilizing an informative subclass detection result that distinguishes the target object from other similar-looking objects. To verify the effectiveness of the proposed approach, a prototype of the vision-based unmanned kiosk system is implemented. Experimental results indicate that the proposed method outperforms the conventional method, even on a state-of-the-art detection network. The dataset used in this study has been subsequently provided in the IEEE DataPort for reproducibility.","['Cameras', 'Feature extraction', 'Detectors', 'Sensors', 'Annotations', 'Object recognition', 'Sensor phenomena and characterization']","['Multicamera system', 'retail product recognition', 'unmanned retail', 'vending machine']"
"This article presents a self-powered image sensor with a novel pixel architecture with energy harvesting capabilities. Pixels are autonomous entities that can harvest or sense illumination independently. Pixels have a fully asynchronous operation and do not require to be scanned to read out their asynchronous output. The sensor was manufactured in UMC 180-nm technology and tested. Their specifications are competitive against the art, offering fast operation, a good balance between the energy consumed and harvested, and high-dynamic range operation. The article describes the sensor and pixel architectures in detail and provides experimental results. Sensor specifications are benchmarked against the art.","['Sensors', 'Photodiodes', 'Image sensors', 'DC-DC power converters', 'Lighting', 'Energy harvesting', 'Vision sensors']","['Asynchronous operation', 'diode efficiency', 'energy harvesting', 'image sensor', 'integrated photovoltaic cells', 'self-powered', 'stacked diodes', 'time-to-first-spike (TFS)']"
"The breath-by-breath measurement of respiratory rate (RR) plays a pivotal role in sports and exercise. The accurate estimation of RR values on a breath-by-breath basis with wearable sensors has several open challenges during training, including motion artifacts and other breathing-unrelated events. This article presents a novel method based on a signal quality index (SQI) for identifying and excluding unreliable breaths from breathing waveforms. The method analyses the morphological characteristics of the respiratory signal, comparing each breath with an average breath template calculated as an average of all individual breaths. The comparison is made using a template matching without the need of a reference signal. Experimental tests have been carried out at rest and during walking, running, and cycling activities to assess the method’s performance in estimating breath-by-breath RR by comparison with reference values collected with a flowmeter. The comparison between the RR values has been performed with an ad hoc developed method able to accomplish this task, even when the number of breaths identified by the two devices is different. The obtained results showed that our SQI-based method improves the accuracy of RR estimation by reducing the mean absolute percentage error (MAPE) values in all the tested conditions (18.5%, 22.2%, 2.8%, and 14.1% of MAPE improvement rate during rest, walking, running and cycling, respectively). Pilot tests during high-intensity interval training (HIIT) also demonstrated a 30.7% MAPE improvement rate. The promising findings demonstrated that using SQI-based algorithms can lead to more accurate RR estimations during exercise by using comfortable wearable sensors.","['Sensors', 'Sports', 'Estimation', 'Monitoring', 'Performance evaluation', 'Biomedical monitoring', 'Indexes', 'Respiratory system']","['Respiratory rate (RR)', 'sensors', 'signal quality index (SQI)', 'template matching', 'wearable device']"
"Pulse oximeters are electronic devices that provide the values of two physiological parameters: heart rate, HR, and functional O 2 saturation, SpO 2 . Acquiring this information requires a photodiode and a set of red and infrared light-emitting diodes to generate two plethysmograms, which are digitally processed to find the HR and SpO 2 values. The circuits currently used to generate these plethysmograms require multiple analog modules, such as voltage references, transimpedance amplifiers, voltage amplifiers, and comparators. Analog-to-digital converters or switched integrators are also needed to digitalize the signals that provide the HR and SpO 2 values when introduced in a Digital Processor, DP. This article proposes a new circuit that eliminates the need for all these analog modules or converters, replacing them with a single capacitor and two resistors. The circuit is based on a light-to-time-to-digital conversion performed using the DP, which does not require any special characteristics to carry out this task. As a proof of concept, the new design has been implemented using an FPGA as the DP. The results show plethysmograms with good detail regarding amplitude and time, allowing the device to be used for clinical purposes. A comparison with two conventional commercial pulse oximeters shows that the new circuit provides similar HR and SpO 2 values.","['Pulse oximeter', 'Light emitting diodes', 'Pins', 'Photodiodes', 'Heart rate', 'Capacitors', 'Field programmable gate arrays']","['Pulse oximetry', 'Photoplethysmography', 'Light-to-Time-to-Digital', 'Direct Interface Circuit']"
"This article proposes an optical-based tactile sensor design concept, which uses a light angle and intensity sensor to infer force and displacement from deformations of a silicone pillar. The proposed design uses a simple, low-cost fabrication method with an overall small-scale form factor. The sensor can measure 3-D displacement, 3-D force, and vibration. The overall displacement estimation error [mean ± standard deviation (SD)] in theX-,Y-, andZ-axes was−10.8±52.1, 15.4 ± 66.5, and 1.8±17.6μm, respectively, over a full-scale lateral displacement of 1-mm radius inXandYand 2.2-mm compression inZ. The overall force estimation error (mean ± SD) was−8.5±47.6,−8.5±49.0, and−28.0±92.6 mN for a full-scale force of approximately 2 N inXorY, and 6 N inZ. Sensitivity to vibrations in the range of 10–950 Hz was also evaluated showing good sensitivity over this entire range. This new sensing approach could be of benefit in robotic manipulation applications, as it could be easily arrayed and/or integrated into the fingers of a robotic gripper to sense slip events and measure load and grip forces and torques.","['Sensors', 'Robot sensing systems', 'Tactile sensors', 'Three-dimensional displays', 'Optical imaging', 'Skin', 'Optical fiber sensors']","['3-D', 'displacement', 'force', 'optical', 'prosthetics', 'robotics', 'sensor', 'tactile', 'touch']"
"Six-axis force/torque (F/T) sensors have been actively developed owing to the increasing demand for force control and monitoring in many engineering applications. However, these sensors are expensive and complicated to use, particularly the wireless ones. This study presents a user-friendly and economical wireless six-axis F/T sensor for force control and monitoring applications. A newly designed elastic structure was used to overcome the reliability degradation and high machining cost problems of the elastic structures developed in our previous study. T-shaped structures were arranged symmetrically around the upper and lower parts, reducing the manufacturing cost. The electrical and electronic circuits for economical analog/digital signal processing, including zero calibration, were developed based on cheap microcontrollers. A user-friendly embedded wireless communication module was programmed at a low machine level for fast force control and monitoring. Additionally, we implemented a universal serial bus (USB)-wired F/T sensor similar to the wireless unit, except for wired communication. The effectiveness of the proposed F/T sensor was demonstrated by experimental tests and comparison with a commercial F/T sensor.","['Sensors', 'Force', 'Wireless communication', 'Wireless sensor networks', 'Strain measurement', 'Strain', 'Finite element analysis']","['Calibration', 'force sensors', 'force/torque (F/T) sensors', 'microcontrollers', 'signal processing', 'strain gauges']"
"Accurate displacement measurement is critical for many applications. Recently, a variety of radio frequency-based linear displacement sensing techniques were introduced. However, the application of the previously proposed techniques was either not fully demonstrated toward realizing the sensor and/or they were limited in measurement range to less than 4 cm. This article introduces a fully characterized wide-range radio frequency-based contactless linear displacement sensor. The sensor consists of a short-circuited 50-Ωmicrostrip line and a movable current-sensing resonant probe. The probe accurately measures the sinusoidal magnetic field distribution along the short-circuited transmission line from a certain distance above it. The measured normalized field values are mapped to displacement using the inverse of the sinusoidal function in the postprocessing stage. The proposed technique is comprehensively validated using simulations and measurements of a compact sensor prototype operating at 727.5 MHz. Furthermore, the merits of the proposed sensor compared to the widely accepted linear variable differential transformer (LVDT) displacement transducer are highlighted here. The metrological characterization of the proposed sensor shows that it offers a very wide dynamic range of 68 mm with a standard deviation of the estimation error of less than 0.09 mm (0.13% of the full range). It is also demonstrated that the proposed sensor outperforms the commercial LVDT transducer in terms of overall displacement measurement accuracy. In general, the proposed sensor is scalable and has a theoretical dynamic range ofλ/2 making it suitable for a wide range of applications.","['Magnetic sensors', 'Transmission line measurements', 'Probes', 'Sensor phenomena and characterization', 'Power transmission lines', 'Magnetic field measurement', 'Magnetic fields']","['Current sensor', 'displacement sensor', 'magnetic field distribution', 'microstrip line', 'microwave', 'radio frequency', 'resonant loop', 'short circuited']"
"When assessing fruit ripeness, multispectral sensors offer a cheaper alternative to high-resolution spectroscopy. Additionally, they provide a more robust solution to environmental factors, in contrast to multi-spectral cameras. However, the low spectral resolution of multispectral devices proposed in the literature may not be sufficient to discriminate with acceptable accuracy a high number of different ripeness classes with machine learning techniques. Moreover, meaningful features to be given as input to the classification models are generally hand-crafted on the basis of the fruit to be evaluated, making the devices not versatile across other fruit categories. This paper aims at overcoming these limitations, by introducing a multispectral device for in-situ fruit-ripening evaluation that is i) affordable for a wide range of end-users, ii) robust to environmental factors, iii) capable of automatically finding the most meaningful features depending on the fruit categories to evaluate and iv) capable of discriminating a high number of fruit ripeness classes with high accuracy. The device integrates a broadband LED and a VIS-NIR multispectral sensor to gather information about the fruit’ ripeness levels through predictive machine learning algorithms. The proposed device was trained on a dataset of 450 spectral measurements acquired from tomatoes at six different ripeness stages. The results demonstrated the high capability of the proposed approach to recognize the tomatoes’ ripeness levels (average accuracy of 93.72%).","['Sensors', 'Sensor phenomena and characterization', 'Cameras', 'Lighting', 'Light emitting diodes', 'Hardware', 'Costs']","['Optoelectronic sensors', 'Light-emitting diodes', 'Integrated Optics Sensors', 'Environmental Monitoring and Control']"
"Affordance segmentation is used to split object images into parts according to the possible interactions, usually to drive safe robotic grasping. Most approaches to affordance segmentation are computationally demanding; this hinders their integration into wearable robots, whose compact structure typically offers limited processing power. This article describes a design strategy for tiny, deep neural networks (DNNs) that can accomplish affordance segmentation and deploy effectively on microcontroller-like processing units. This is attained by specialized, hardware-aware neural architecture search (HW-NAS). The method was validated by assessing the performance of several tiny networks, at different levels of complexity, on three benchmark datasets. The outcome measure was the accuracy of the generated affordance maps and the associated spatial object descriptors (orientation, center of mass, and size). The experimental results confirmed that the proposed method compared satisfactorily with the state-of-the-art approaches, yet allowing a considerable reduction in both network complexity and inference time. The proposed networks can, therefore, support the development of a teleceptive sensing system to improve the semiautomatic control of wearable robots for assisting grasping.","['Affordances', 'Sensors', 'Image segmentation', 'Grasping', 'Wearable robots', 'Computer architecture', 'Performance evaluation']","['Affordance segmentation', 'embedded systems', 'grasping', 'microcontrollers', 'tiny convolutional neural networks (CNNs)', 'wearable robots']"
"Structural damage identification (SDI) is of paramount importance for ensuring the long-term safety and effectiveness of various structures. However, existing identification methods require careful selection of sensors, especially in terms of sensor combination optimization, which necessitates meticulous evaluation. Herein, we propose a novel approach for detecting structural damage from vibrational signals in planar steel frames, aiming to address and improve upon the current limitations. Our method first extracts relevant vibration signals from multiple joints and then replaces the vibration signal of the damaged joint with the signal difference between the damaged and undamaged joints. This innovative approach effectively highlights the features of structural damage for further analysis. Utilizing statistical analysis, we evaluate sensor performance based on mean, standard deviation, and scatter plots, obviating the need for meticulous sensor selection. Furthermore, by analyzing the robustness exhibited by sensor combinations and confirming their stability to a certain extent, we utilize a one-dimensional fusion convolutional neural network with a signal difference (1D-FCNND) composed of individual convolutional layers using 1-D traditional and separable convolution techniques to detect structural damage accurately and efficiently. We validate the practical application of our method using benchmark data from the Qatar University Grandstand Simulator (QUGS). The results demonstrate a significant reduction in sensor requirements, accounting for only 13.33% of the total required sensors while achieving a notable enhancement of 98.92% in accuracy using only five 1D-FCNND models. The simplicity and robustness of our method enhance identification performance and optimize sensor utilization, making it a practical and promising solution for structural health monitoring (SHM) and damage identification in various engineering structures. The capability to simplify sensor selection and improve identification efficiency showcases the practical value of our method in advancing the field of SHM and damage identification.","['Sensors', 'Convolutional neural networks', 'Feature extraction', 'Vibrations', 'Data models', 'Computer architecture', 'Structural engineering']","['Convolutional neural network (CNN)', 'fusion', 'optimization', 'structural damage identification (SDI)']"
"This study provides a comprehensive characterization of a 4×4 piezoelectric micromachined ultrasonic transducer (PMUT) array suited for in-air applications. Crosstalk can be viewed as a lack of isolation among the transducers, with possible reasons, including the electrical, acoustic, and structural coupling among the transducers. This study focuses on acoustic coupling as the primary cause of crosstalk, since the influence of electrical and structural coupling on crosstalk is shown to be negligible by comparing experimental tests and numerical analysis conducted in vacuum and in air. It is expected that acoustic coupling among diaphragms occurs due to air-connected cavities. Consequently, several scenarios are investigated in which the cavities are either partially or completely acoustically disconnected. The computed response spectra of the PMUTs demonstrate that the presence of secondary peaks, which indicated the presence of crosstalk, is diminished when the PMUTs are decoupled partially or completely as compared with an open cavity. The conducted acoustic tests also demonstrated that crosstalk impacts the intensity and directivity of the acoustic wave produced by the array.","['Crosstalk', 'Transducers', 'Residual stresses', 'Acoustics', 'Silicon', 'Sensor phenomena and characterization', 'Numerical simulation']","['Acoustic–structure interaction', 'array', 'crosstalk', 'finite-element analysis (FEA)', 'multiphysics modeling', 'piezoelectric micromachined ultrasonic transducers (PMUTs)', 'piezoelectricity', 'ultrasound']"
"For high-impact devices, subsequent vibrations have as much influence on the deterioration of the mechanical structure as the impact itself. To mitigate the consequences of both impacts and resulting vibrations, it is crucial to accurately understand the peak acceleration and vibration frequencies that originate in the structure. In this article, a radiation tolerant opto-mechanical sensor based on an absolute measurement inertial accelerometer is presented. This method of measurement is chosen due to the viability of placing the readout electronics far from the highly radioactive environment that the sensor may be installed in. The designed accelerometer consists of a fixed aluminum frame with a built-in membrane that acts as a leaf spring. In the same membrane, a retro-reflector is attached which acts as a seismic mass. The retro-reflector reflects the light beam coming from the collimator lens placed on the frame. To prove its viability, the device has been tested under different conditions. First, the device is calibrated and validated using a high-frequency exciter. Second, a high-acceleration testbench is used to compare its output signal with a commercial accelerometer and verify its proper operation as well as its expected lifetime. The experimental results showed an average sensitivity of9×10−4g/pm with reading measurements of up to 5000 g and a working bandwidth located between 50 and 800 Hz.","['Sensors', 'Accelerometers', 'Optical sensors', 'Optical interferometry', 'Vibrations', 'Temperature measurement', 'Laser beams']","['Accelerometer', 'bandwidth', 'finite element modeling', 'high impact', 'inertial sensor', 'radioactive hazard']"
