abstracts,ieee_keywords,author_keywords
"We simulate and analyze the mode properties and propagation effects of orbital angular momentum (OAM) modes in a ring fiber. A ring fiber with 0.05 up-doping is designed in simulation to support up to 10 OAM modes while maintaining single-mode condition radially. With a multiple-ring fiber, tens of OAM modes can be potentially multiplexed to greatly enhance the system capacity and spectral efficiency. The mode index difference can be maintained above 10 -4 over hundreds of nanometers optical bandwidth. Higher order OAM modes' azimuthal intensity and odd-order OAM modes' azimuthal phase show better tolerance to the fiber ellipticity. Moreover, higher order OAM modes also have longer 2π and 10-ps walk-off length. After 600-km propagation, OAM 0,4 mode shows <; 10-ps mode walk- off, even in a ring fiber with 1% ellipticity. Also, in such an elliptical fiber, the well-aligned OAM modes with different charges have <;-20 dB intermode crosstalk. The improvement of the circularity for the ring fiber is expected to reduce the crosstalk and increase the demultiplexing efficiency.","['Multiplexing', 'Indexes', 'Optical fiber polarization', 'Optical fiber networks']","['Fiber optics systems', 'multiplexing', 'optics', 'orbital angular momentum', 'waveguides']"
"In this paper, we report a direct comparison between coupled resonator optical waveguides (CROWs) and photonic crystal waveguides (PhCWs), which have both been exploited as tunable delay lines. The two structures were fabricated on the same silicon-on-insulator (SOI) technological platform, with the same fabrication facilities and evaluated under the same signal bit-rate conditions. We compare the frequency- and time-domain response of the two structures; the physical mechanism underlying the tuning of the delay; the main limits induced by loss, dispersion, and structural disorder; and the impact of CROW and PhCW tunable delay lines on the transmission of data stream intensity and phase modulated up to 100 Gb/s. The main result of this study is that, in the considered domain of applications, CROWs and PhCWs behave much more similarly than one would expect. At data rates around 100 Gb/s, CROWs and PhCWs can be placed in competition. Lower data rates, where longer absolute delays are required and propagation loss becomes a critical issue, are the preferred domain of CROWs fabricated with large ring resonators, while at data rates in the terabit range, PhCWs remain the leading technology.","['Delay lines', 'Photonic crystals', 'Optical waveguides', 'Optical resonators', 'Optical ring resonators', 'Silicon on insulator technology', 'Propagation losses', 'Optical coupling', 'Optical device fabrication', 'Frequency']","['Slow light', 'delay lines', 'coupled resonators', 'rings', 'silicon photonics', 'photonic crystals', 'differential quadrature phase shift keying (DQPSK)']"
"The communication between two legitimate peers in the presence of an external eavesdropper is studied from a physical-layer security perspective in the context of free-space optical (FSO) communications. We discuss viable mechanisms to eavesdrop the communication and study the effect of random optical irradiance fluctuations inherent to FSO communications on the probability of achieving a secure transmission. We observe that the joint effect of laser-beam divergence and turbulence-induced fading on the received irradiance, under certain conditions, allows an external eavesdropper close to the legitimate receiver to compromise the communication. Interestingly, we also observe that an eavesdropper placed close to the legitimate transmitter can easily compromise the communication by taking advantage of the larger attenuation suffered by the signal when propagating through the FSO link.","['Optical transmitters', 'Laser beams', 'Security', 'Optical receivers', 'Optical fiber communication', 'Signal to noise ratio']","['Atmospheric Turbulence', 'Free-Space Optical Communications', 'Physical Layer Security', 'Secrecy']"
"Radio-on-free space optical (RoFSO) communication systems are rapidly gaining popularity as an efficient and cost-effective means of transferring high data rates and radio frequency (RF) signals with the same capacity as optical fiber. However, the performance of those systems depends strongly on the atmospheric conditions and the nonlinear characteristics of the optical link. In this paper, we introduce an analytical model for the transmission of orthogonal frequency division multiplexing (OFDM)-based signals over freespace optics (FSO) links. Further, we derive a closed-form bit error probability (BEP) and outage probability expressions, taking into account the optical noises, the laser diode nonlinear distortion, and the atmospheric turbulence effect on the FSO channel modeled by the gamma-gamma distribution. This paper reports the most significant parameters that degrade the transmission performance of the OFDM signal over FSO links and indicates the cases that provide the optimal operating conditions for the link. The obtained results can be useful for designing, predicting, and evaluating the RoFSO system's ability to transmit wireless services over turbulent FSO links under actual conditions.","['Atmospheric modeling', 'Adaptive optics', 'Fiber nonlinear optics', 'Optical distortion', 'Radio frequency', 'OFDM', 'RF signals', 'Optical fibers', 'Optical fiber communication', 'Analytical models']","['Free-space optics (FSO)', 'orthogonal frequency division multiplexing (OFDM)', 'Radio over Fiber (RoF)', 'radio on FSO', 'gamma–gamma distribution', 'atmospheric turbulence.']"
"A simple configuration for the generation of tunable multiwavelength picosecond-pulse fiber ring lasers by exploiting the intracavity birefringence-induced comb filter is demonstrated. The fiber laser is passively mode locked by using nonlinear polarization rotation (NPR) technique. The polarization-dependent isolator combined with the intracavity birefringence acts as two functions: the tunable comb filter and the mode locker. Up to four-wavelength picosecond pulses were simultaneously obtained in the experiment. The mode competition of the multiwavelength lasing is suppressed by the use of NPR-induced intensity-dependent loss. In addition, the number of the lasing wavelengths, the lasing location, and the spacing between the lasing wavelengths could be flexibly tuned by properly rotating the polarization controllers.","['Tunable circuits and devices', 'Fiber lasers', 'Laser mode locking', 'Ring lasers', 'Birefringence', 'Optical fiber polarization', 'Erbium-doped fiber lasers', 'Filters', 'Optical pulse generation', 'Optical pulses']","['Multiwavelength lasers', 'passively mode-locked', 'fiber lasers', 'birefringence filter']"
"Theoretical and experimental studies of mid-infrared (mid-IR) suspended membrane waveguide (SMW) and suspended membrane ring (SMR) resonator are presented. An array of periodical holes beside the rib waveguide facilitates the local removal of buried oxide to form suspended membrane devices on silicon-on-insulator (SOI). The waveguide design is optimized in terms of hole size, etch depth, and bend radius to minimize device strain and optical loss. We calculate waveguide dimension to attain the wide low-dispersion ( \pm100 ps/nm/km) bandwidth for the wavelength range from 2.0 to 8.0 \mu \hbox{m}, and optical nonlinearity is also studied. The SMWs are fabricated on a commercial SOI wafer and characterized by an \hbox{Er}^{3+} - \hbox{Pr}^{3+}codoped fiber laser at 2.75 \mu\hbox{m}. Negligible bending losses are measured for a 40- \mu\hbox{m}radius bend. The minimum waveguide loss of 3.0 \pm0.7 dB/cm is measured experimentally. The SMR resonator has a quality factor ( Q) of \sim10 000 and an extinction ratio of \sim13 dB in near-IR. In mid-IR, the resonator has a Qof \sim8100.","['Optical waveguides', 'Dispersion', 'Infrared spectra', 'Silicon on insulator technology', 'Finite element methods', 'Optical ring resonators', 'Scanning electron microscopy']","['Mid-IR devices', 'suspended membrane waveguide', 'silicon-on-insulator', 'nonlinear', 'dispersion', 'ring resonator']"
The proposed model is the more optimized and extended version of D-shape PCF which provides more flexibility in the optical parameters and increase in sensing performance. The overall sensitivity performance is measured with respect to their normal cells which can be better than any other prior structures that have already proposed.,"['Cancer', 'Sensitivity', 'Optical sensors', 'Silicon compounds', 'Plasmons', 'Titanium']","['Cancer cells', 'Cancer Sensing and Detection', 'Mono-core Bowl shaped SPR', 'Birefringence', 'and Sensitivity']"
"Hybrid free-space optical (FSO)/radio-frequency (RF) systems have emerged as a promising solution for high-data-rate wireless backhaul. We present and analyze a switching-based transmission scheme for the hybrid FSO/RF system. Specifically, either the FSO or RF link will be active at a certain time instance, with the FSO link enjoying a higher priority. We considered both a single-threshold case and a dual-threshold case for FSO link operation. Analytical expressions have been obtained for the outage probability, average bit error rate, and ergodic capacity for the resulting system. Numerical examples are presented to compare the performance of the hybrid scheme with the FSO-only scenario.","['Radio frequency', 'Signal to noise ratio', 'Bit error rate', 'Adaptive optics', 'Fading', 'Modulation', 'Optical transmitters']","['Hydrid FSO/RF', 'free-space optical communication', 'radio frequency', 'performance analysis']"
"Light-emitting diodes (LEDs) have been deployed for various applications in our daily lives. Similarly, image sensors or cameras integrated into mobile phones have become common. Hence, visible light communication (VLC) using LED and mobile phone cameras is attractive and provides low-cost wireless communication. In this paper, we propose and demonstrate a VLC system using color-shift-keying (CSK) modulation and code-division multiple-access (CDMA) technology simultaneously for the first time; a mobile phone camera is used as the receiver (Rx). CSK is used to enhance the VLC system capacity and to mitigate the single color light interference, whereas CDMA allows multiple users to access the network. The system design and operation mechanism of the proposed CSK-CDMA VLC system are discussed. A proof-of-concept demonstration is performed, and error-free transmission is achieved for multiple-access users. A 3-dB transmission gain is also obtained in each user when compared with the traditional on-off keying (OOK) modulation.","['Light emitting diodes', 'Multiaccess communication', 'Bit error rate', 'Optical fiber communication', 'CMOS integrated circuits', 'Cameras']","['Free space communication', 'Optical communications', 'Light emitting diode (LED)']"
"This paper describes the Copper-Graphene based Photonic crystal fiber (PCF) biosensor using surface plasmon resonance (SPR) phenomena. For the first time, we have introduced the plasmonic material Cu for PCF SPR biosensor. We also propose a simple PCF SPR biosensor that is simpler in structure with easy sensing mechanism compared to the reported PCF SPR sensors. The proposed sensor is feasible to fabricate with current PCF stack-and-draw method and sputter deposition technology. Performance of the proposed sensor is investigated based on the wavelength and amplitude interrogation mode.","['Plasmons', 'Graphene', 'Optical surface waves', 'Optical fiber sensors', 'Gold', 'Silver']","['Photonic crystal fiber', 'surface plasmon resonance', 'optical fiber sensors', 'optical sensing and sensors']"
"The progress in III-Nitride photonics research in 2009 is reviewed. The III-Nitride photonics research is a very active field with many important applications in the areas of energy, biosensors, laser devices, and communications. The applications of nitride semiconductors in energy-related technologies include solid-state lighting, solar cells, thermoelectric, and power electronics. Several new research areas in III-Nitride photonics related to terahertz photonics, intersubband quantum wells, nanostructures, and other devices are discussed.","['Nitride', 'Light emitting diodes', 'Lasers', 'Thermoelectric devices']","['III-Nitride', 'photonics', 'light-emitting diodes', 'lasers', 'solid state lighting', 'nanotechnology', 'energy', 'thermoelectric', 'photodetector', 'terahertz', 'intersubband quantum well']"
"Wavelength-division multiplexing (WDM) has been the workhorse of data networks, accommodating exponential traffic growth for two decades. Recently, however, progress in WDM capacity research has markedly slowed down as experiments are closely approaching fundamental Shannon limits of nonlinear fiber transmission. Space-division multiplexing (SDM) is expected to further scale network capacities, using parallel strands of single-mode fiber, uncoupled or coupled cores of multicore fiber, or even individual modes of few-mode fiber in combination with multiple-input-multiple-output (MIMO) digital signal processing. At the beginning of a new era in optical communications, we review initial research in SDM technologies and address some of the key challenges ahead.","['Optical fiber networks', 'Optical fibers', 'Wavelength division multiplexing', 'Optical amplifiers', 'Fiber nonlinear optics']","['Wavelength-division multiplexing', 'spatial multiplexing', 'space-division multiplexing (SDM)']"
"The authors demonstrate the generation of a highly coherent multicarrier signal that consists of eight clearly resolved 10.7-GHz coherent sidebands generated within 3 dB of the spectral envelope peak and with an extinction ratio in excess of 45 dB by gain switching a discrete mode (DM) laser. The generated spectral comb displays a corresponding picosecond pulse train at a repetition rate of 10.7 GHz with a pulse duration of 24 ps and a temporal jitter of ~450 fs. The optical spectra and associated pulses of the gain-switched DM laser are subsequently compared with a gain-switched distributed feedback (DFB) laser that generates a spectrum with no discernible sidebands and corresponding pulses with ~3 ps of temporal jitter. By means of external injection, the temporal jitter of the gain-switched DFB laser is then reduced to <; 1 ps, resulting in visible tones on the output spectrum. Finally, a nonlinear scheme is employed and initially tailored to compress the optical pulses, after which, the setup is slightly altered to expand the original frequency comb from the gain-switched DM laser.","['Laser modes', 'Delta modulation', 'Optical switches', 'Laser noise', 'Semiconductor lasers', 'Gain', 'Optical transmitters']","['Frequency combs', 'injection locked lasers', 'pulse compression', 'optical communications']"
"We experimentally demonstrate a visible light communication (VLC) system based on a single commercially available RGB-type LED. High spectrally efficient carrierless amplitude and phase (CAP) modulation and orthogonal frequency-division multiplexing (OFDM) are adopted in the intensity-modulation and direct-detection VLC system of limited bandwidth. In order to achieve higher capacity of the uneven-frequency-response LED-based VLC system, OFDM signals are combined with the bit- and power-loading techniques, and CAP signals of various modulation are pre-emphasized to modulate one of the RGB chips. To reach the BER of less than 10 -3 , CAP and OFDM signals demonstrate the maximum data rates of 1.32 and 1.08 Gb/s, respectively, employing the blue chip. In addition to spectrally efficient formats, the wavelength-division-multiplexing (WDM) scheme is applied to further increase the capacity. After individually optimizing RGB chips, the maximum aggregate data rates of CAP and OFDM are 3.22 and 2.93 Gb/s, respectively, in our RGB-LED-based WDM VLC system. Hence, compared with OFDM, the CAP scheme shows competitive performance and provides an alternative spectrally efficient modulation for next generation optical wireless networks.","['OFDM', 'Modulation', 'Wavelength division multiplexing', 'Light emitting diodes', 'Bandwidth', 'Lighting', 'Bit error rate']","['Visible light communication', 'carrier-less amplitude and phase modulation', 'wavelength-division-multiplexing']"
"A numerical analysis of a novel birefringent photonic crystal fiber (PCF) biosensor constructed on the surface plasmon resonance (SPR) model is presented in this paper. This biosensor configuration utilizes circular air holes to introduce birefringence into the structure. This PCF biosensor model shows promise in the area of multiple detection using HE x 11 and HE y 11 modes to sense more than one analyte. A numerical study of the biosensor is performed in two interrogation modes: amplitude and wavelength. Sensor resolution values with spectral interrogation yielded 5 × 10 -5 RIU (refractive index units) for HE x 11 modes and 6 × 10 -5 RIU for HE y 11 modes, whereas 3 × 10 -5 RIU for HE x 11 modes and 4 × 10 -5 RIU for HE y 11 modes are demonstrated for the amplitude interrogation.","['Plasmons', 'Biosensors', 'Surface waves', 'Optical surface waves', 'Refractive index', 'Optical fibers', 'Optical fiber sensors']","['Surface plasmon', 'photonic crystal fiber', 'biosensor', 'fiber optic sensors']"
"In this paper, we review the recent developments (in years 2010–2011) of energy-saving solid-state lighting. The industry of white light-emitting diodes (LEDs) has made significant progress, and today, white LED market is increasing (mostly with increasing LED screen and LED TV sales). The so-called “lighting revolution” has not yet really happened on a wide scale because of the lighting efficiency at a given ownership cost. Nevertheless, the rapid development of the white LEDs is expected to soon trigger and expand the revolution.",[],[]
"This paper presents a new automotive visible-light-communication (VLC) system that consists of an LED-transmitter and an image sensor (camera) receiver. We use optical communication image sensor (OCI) and achieve 55 MBps VLC signal transmission. The data rate is faster than the currently available rate for V2V and I2V communication systems, known as dedicated short-range communication (DSRC).","['Optical transmitters', 'Optical imaging', 'Light emitting diodes', 'Optical receivers', 'Adaptive optics', 'Optical sensors', 'Image sensors']","['Visible light communication (VLC)', 'intelligent transport system (ITS)', 'vehicle-to-vehicle (V2V) communication', 'infrastructure-to-vehicle (I2V) communication', 'light emitting diode (LED)', 'mage sensor-based VLC']"
"We present manufacturing tolerances of cascaded silicon microring resonators fabricated in a commercial 130-nm complementary-oxide semiconductor (CMOS) foundry using 193-nm lithography and provide statistics gathered from over 500 four-channel microring arrays over multiple wafers and fabrication lots. We quantify intrawafer and interwafer variation of the position and relative spacing of resonance wavelengths for the microring arrays and confirm prior predictions that the absolute resonance positions of such devices cannot be controlled across wafers or even across reticles within a wafer. However, we show that the free spectral range (FSR) of the microrings can be controlled to within 0.66 nm (83 GHz) across wafers and lots, as can the wavelength spacing between closely spaced microrings. To exploit these findings for low-power optical interconnects, we suggest and demonstrate a synthetic resonant comb with FSR ≈ N * δλ, wherein resonance wavelengths are spaced equally across the FSR in order to minimize postfabrication tuning. The experimental CMOS 1 × 8 microring array requires an average tuning of less than 1.2 nm/channel to align to a 200-GHz wavelength division multiplexing (WDM) grid. Monte Carlo simulations on 100 000 sample runs show that an average tuning of 1.72 nm/channel is sufficient for 99% coverage for this component. This indicates that it is possible, with high statistical confidence, to use high-volume CMOS manufacturing to reduce the tuning range and tuning energy requirements of silicon microrings and, hence, enhance their ability to be used in high-density, energy-efficient computing system applications.","['Nanostructures', 'Silicon', 'Optical interconnections']","['Silicon nanophotonics', 'optical interconnects', 'technologies for computing']"
"The transmission performance of a free-space optical (FSO) link could be severely degraded due to atmospheric turbulence, which causes the temporal and spatial fluctuation of light intensity. Both the space diversity reception technique (SDRT) and advanced modulation formats can successfully mitigate the transmission impairments of the atmospheric turbulence. The purpose of this paper is to study and compare the bit-error-rate (BER) performance of several widely used modulation formats under different atmospheric turbulence scenarios with and without SDRT. The modulation formats studied in this paper include on–off keying (OOK), differential phase-shift keying (DPSK), and differential quadrature phase-shift keying (DQPSK). We derive a series-form formula for evaluating the BER performance of the DPSK format in the Gamma–Gamma distributed channel with SDRT. We use both theoretical analysis and simulation to examine the BER performance of OOK, DPSK, and DQPSK formats with and without SDRT. It is found that, in the strongly turbulent scenario, the OOK and DPSK formats can have as large as 19.5 and 20.3 dB of SDRT gains at the BER of10−3, respectively. Using SDRT, the modulation gains of the DPSK format over the OOK format are 3.2 dB in the strongly turbulent scenario and 4.5 dB in the weakly turbulent scenario, respectively. In addition, in the moderately and strongly turbulent scenarios, it is found that the DPSK and DQPSK formats have almost the same BER performance under the same symbol rate.",[],[]
